square_360_id,square_60_id,square_15_id,pixel_value,original_row_index,original_col_index
261,"(1,1)",BL,43,3321,6551
261,"(1,1)",BL,90,3326,6541
261,"(2,2)",BR,31,3377,6628
261,"(2,2)",BR,42,3383,6616
261,"(2,2)",BR,82,3385,6624
261,"(3,3)",TL,43,3422,6666
261,"(3,3)",TL,41,3427,6663
261,"(3,3)",TL,41,3432,6672
261,"(4,4)",TL,43,3483,6734
261,"(4,4)",TL,90,3485,6724
261,"(4,4)",TL,23,3491,6726
261,"(5,5)",BR,22,3558,6800
261,"(5,5)",BR,23,3561,6806
261,"(5,5)",BR,90,3568,6795
262,"(0,0)",BL,24,3255,6847
262,"(0,0)",BL,23,3261,6851
262,"(0,0)",BL,90,3265,6843
262,"(1,1)",TR,42,3303,6923
262,"(1,1)",TR,90,3307,6915
262,"(1,1)",TR,42,3313,6929
262,"(2,2)",TL,90,3360,6972
262,"(2,2)",TL,90,3366,6960
262,"(2,2)",TL,90,3372,6966
262,"(3,3)",TR,22,3420,7047
262,"(3,3)",TR,21,3426,7040
262,"(3,3)",TR,43,3433,7036
262,"(4,4)",TL,42,3480,7086
262,"(4,4)",TL,41,3485,7081
262,"(4,4)",TL,90,3494,7092
262,"(5,5)",BR,42,3556,7168
262,"(5,5)",BR,90,3563,7159
262,"(5,5)",BR,90,3568,7160
263,"(0,0)",TR,90,3243,7217
263,"(0,0)",TR,90,3245,7228
263,"(0,0)",TR,90,3252,7223
263,"(1,1)",BL,42,3318,7274
263,"(1,1)",BL,81,3321,7266
263,"(1,1)",BL,90,3329,7261
263,"(2,2)",TR,43,3363,7344
263,"(2,2)",TR,22,3366,7346
263,"(2,2)",TR,42,3371,7335
263,"(3,3)",TL,90,3423,7382
263,"(3,3)",TL,90,3427,7385
263,"(3,3)",TL,43,3432,7394
263,"(4,4)",BR,90,3495,7459
263,"(4,4)",BR,90,3504,7465
263,"(4,4)",BR,42,3506,7461
263,"(5,5)",BL,90,3556,7503
263,"(5,5)",BL,43,3564,7506
263,"(5,5)",BL,90,3569,7510
287,"(0,0)",TL,22,3604,6125
287,"(0,0)",TL,41,3605,6121
287,"(0,0)",TL,41,3612,6130
287,"(1,1)",TL,41,3664,6194
287,"(1,1)",TL,43,3668,6187
287,"(1,1)",TL,90,3673,6180
287,"(2,2)",TR,41,3720,6255
287,"(2,2)",TR,90,3729,6262
287,"(2,2)",TR,43,3731,6267
287,"(3,3)",BR,90,3795,6317
287,"(3,3)",BR,41,3801,6328
287,"(3,3)",BR,41,3806,6320
287,"(4,4)",TL,90,3840,6365
287,"(4,4)",TL,90,3849,6360
287,"(4,4)",TL,90,3853,6370
287,"(5,5)",TL,90,3904,6430
287,"(5,5)",TL,90,3906,6421
287,"(5,5)",TL,90,3910,6426
288,"(0,0)",TL,90,3603,6492
288,"(0,0)",TL,41,3605,6489
288,"(0,0)",TL,43,3613,6484
288,"(1,1)",TR,42,3661,6565
288,"(1,1)",TR,90,3669,6562
288,"(1,1)",TR,90,3673,6556
288,"(2,2)",BL,90,3736,6607
288,"(2,2)",BL,21,3741,6604
288,"(2,2)",BL,41,3745,6613
288,"(3,3)",BR,21,3795,6677
288,"(3,3)",BR,23,3801,6689
288,"(3,3)",BR,24,3807,6684
288,"(4,4)",BL,90,3858,6732
288,"(4,4)",BL,81,3862,6721
288,"(4,4)",BL,22,3867,6729
288,"(5,5)",TL,43,3902,6792
288,"(5,5)",TL,81,3908,6781
288,"(5,5)",TL,90,3913,6788
289,"(0,0)",BL,23,3615,6848
289,"(0,0)",BL,22,3623,6854
289,"(0,0)",BL,23,3628,6843
289,"(1,1)",TR,21,3660,6924
289,"(1,1)",TR,90,3667,6919
289,"(1,1)",TR,22,3672,6929
289,"(2,2)",TR,23,3722,6975
289,"(2,2)",TR,21,3728,6983
289,"(2,2)",TR,81,3732,6988
289,"(3,3)",BL,42,3795,7026
289,"(3,3)",BL,42,3801,7021
289,"(3,3)",BL,42,3806,7032
289,"(4,4)",TR,22,3842,7099
289,"(4,4)",TR,43,3848,7101
289,"(4,4)",TR,42,3854,7109
289,"(5,5)",TL,90,3902,7147
289,"(5,5)",TL,90,3907,7150
289,"(5,5)",TL,43,3913,7142
290,"(0,0)",TL,90,3604,7206
290,"(0,0)",TL,43,3609,7202
290,"(0,0)",TL,82,3614,7214
290,"(1,1)",TL,90,3661,7263
290,"(1,1)",TL,42,3666,7272
290,"(1,1)",TL,90,3674,7268
290,"(2,2)",BL,42,3736,7324
290,"(2,2)",BL,82,3741,7327
290,"(2,2)",BL,42,3749,7330
290,"(3,3)",TL,43,3783,7380
290,"(3,3)",TL,43,3785,7386
290,"(3,3)",TL,82,3794,7392
290,"(4,4)",TL,42,3843,7452
290,"(4,4)",TL,42,3847,7446
290,"(4,4)",TL,90,3852,7442
290,"(5,5)",BL,90,3916,7506
290,"(5,5)",BL,90,3922,7513
290,"(5,5)",BL,90,3926,7501
291,"(0,0)",TR,90,3602,7587
291,"(0,0)",TR,82,3609,7579
291,"(0,0)",TR,82,3613,7581
291,"(1,1)",BR,90,3676,7645
291,"(1,1)",BR,23,3681,7642
291,"(1,1)",BR,22,3688,7638
291,"(2,2)",BR,82,3737,7706
291,"(2,2)",BR,82,3740,7703
291,"(2,2)",BR,11,3746,7697
291,"(3,3)",BL,82,3799,7746
291,"(3,3)",BL,82,3803,7742
291,"(3,3)",BL,82,3807,7750
291,"(4,4)",TL,42,3842,7811
291,"(4,4)",TL,42,3846,7806
291,"(4,4)",TL,42,3852,7804
291,"(5,5)",TL,21,3901,7863
291,"(5,5)",TL,11,3909,7871
291,"(5,5)",TL,11,3910,7866
292,"(0,0)",BR,42,3616,7938
292,"(0,0)",BR,43,3623,7942
292,"(0,0)",BR,21,3626,7948
292,"(1,1)",TR,43,3664,8001
292,"(1,1)",TR,81,3667,8008
292,"(1,1)",TR,43,3670,7997
292,"(2,2)",BR,21,3739,8057
292,"(2,2)",BR,21,3740,8064
292,"(2,2)",BR,21,3748,8066
292,"(3,3)",BR,71,3795,8116
292,"(3,3)",BR,23,3803,8121
292,"(3,3)",BR,41,3806,8128
292,"(4,4)",BL,42,3859,8169
292,"(4,4)",BL,42,3864,8162
292,"(4,4)",BL,42,3866,8173
292,"(5,5)",BR,22,3917,8239
292,"(5,5)",BR,41,3924,8248
292,"(5,5)",BR,23,3925,8243
315,"(0,0)",TL,43,3961,6483
315,"(0,0)",TL,43,3968,6486
315,"(0,0)",TL,81,3974,6494
315,"(1,1)",BL,90,4039,6551
315,"(1,1)",BL,41,4042,6541
315,"(1,1)",BL,41,4047,6545
315,"(2,2)",TR,41,4083,6615
315,"(2,2)",TR,90,4089,6625
315,"(2,2)",TR,90,4093,6622
315,"(3,3)",TR,24,4142,6680
315,"(3,3)",TR,11,4145,6687
315,"(3,3)",TR,11,4153,6678
315,"(4,4)",TR,41,4200,6737
315,"(4,4)",TR,41,4205,6747
315,"(4,4)",TR,41,4211,6744
315,"(5,5)",BR,90,4278,6799
315,"(5,5)",BR,42,4284,6804
315,"(5,5)",BR,43,4287,6809
316,"(0,0)",BL,90,3978,6841
316,"(0,0)",BL,90,3982,6852
316,"(0,0)",BL,90,3986,6847
316,"(1,1)",BL,43,4038,6912
316,"(1,1)",BL,90,4040,6905
316,"(1,1)",BL,81,4049,6904
316,"(2,2)",BL,43,4097,6967
316,"(2,2)",BL,43,4104,6974
316,"(2,2)",BL,42,4108,6962
316,"(3,3)",BL,43,4157,7033
316,"(3,3)",BL,41,4163,7027
316,"(3,3)",BL,43,4165,7022
316,"(4,4)",TL,90,4201,7094
316,"(4,4)",TL,31,4209,7086
316,"(4,4)",TL,31,4214,7084
316,"(5,5)",TL,42,4260,7146
316,"(5,5)",TL,23,4267,7154
316,"(5,5)",TL,42,4274,7144
317,"(0,0)",TL,11,3961,7207
317,"(0,0)",TL,11,3965,7204
317,"(0,0)",TL,11,3974,7211
317,"(1,1)",BL,42,4038,7268
317,"(1,1)",BL,42,4042,7264
317,"(1,1)",BL,11,4048,7274
317,"(2,2)",TL,43,4084,7323
317,"(2,2)",TL,42,4086,7334
317,"(2,2)",TL,43,4090,7325
317,"(3,3)",TL,11,4141,7383
317,"(3,3)",TL,11,4149,7386
317,"(3,3)",TL,11,4153,7390
317,"(4,4)",TR,82,4202,7464
317,"(4,4)",TR,42,4209,7459
317,"(4,4)",TR,42,4213,7465
317,"(5,5)",BL,42,4277,7512
317,"(5,5)",BL,90,4281,7505
317,"(5,5)",BL,43,4286,7502
318,"(0,0)",TR,42,3964,7583
318,"(0,0)",TR,42,3965,7575
318,"(0,0)",TR,22,3972,7588
318,"(1,1)",BR,81,4037,7639
318,"(1,1)",BR,42,4040,7644
318,"(1,1)",BR,90,4049,7646
318,"(2,2)",TR,23,4084,7707
318,"(2,2)",TR,22,4085,7696
318,"(2,2)",TR,82,4094,7703
318,"(3,3)",TR,23,4144,7755
318,"(3,3)",TR,22,4148,7769
318,"(3,3)",TR,42,4150,7763
318,"(4,4)",BR,22,4219,7820
318,"(4,4)",BR,23,4224,7815
318,"(4,4)",BR,90,4229,7825
318,"(5,5)",BL,42,4277,7862
318,"(5,5)",BL,90,4280,7870
318,"(5,5)",BL,42,4288,7866
319,"(0,0)",BL,42,3977,7927
319,"(0,0)",BL,42,3980,7920
319,"(0,0)",BL,42,3987,7931
319,"(1,1)",BL,43,4035,7980
319,"(1,1)",BL,11,4040,7988
319,"(1,1)",BL,42,4049,7994
319,"(2,2)",TL,42,4080,8053
319,"(2,2)",TL,43,4086,8042
319,"(2,2)",TL,43,4094,8049
319,"(3,3)",TL,81,4140,8109
319,"(3,3)",TL,23,4145,8113
319,"(3,3)",TL,42,4151,8102
319,"(4,4)",BL,21,4219,8168
319,"(4,4)",BL,23,4223,8172
319,"(4,4)",BL,22,4225,8161
319,"(5,5)",BL,42,4275,8221
319,"(5,5)",BL,41,4281,8231
319,"(5,5)",BL,41,4285,8228
343,"(0,0)",TL,43,4324,6848
343,"(0,0)",TL,43,4328,6841
343,"(0,0)",TL,43,4331,6853
343,"(1,1)",BR,43,4395,6927
343,"(1,1)",BR,43,4402,6923
343,"(1,1)",BR,41,4408,6916
343,"(2,2)",BR,90,4459,6977
343,"(2,2)",BR,90,4461,6989
343,"(2,2)",BR,90,4467,6980
343,"(3,3)",TR,41,4501,7045
343,"(3,3)",TR,41,4508,7038
343,"(3,3)",TR,90,4512,7041
343,"(4,4)",BL,21,4576,7090
343,"(4,4)",BL,71,4584,7086
343,"(4,4)",BL,71,4585,7082
343,"(5,5)",BL,23,4637,7141
343,"(5,5)",BL,23,4644,7148
343,"(5,5)",BL,23,4645,7150
344,"(0,0)",TR,23,4324,7227
344,"(0,0)",TR,90,4329,7220
344,"(0,0)",TR,90,4331,7217
344,"(1,1)",BR,90,4397,7278
344,"(1,1)",BR,21,4401,7288
344,"(1,1)",BR,21,4407,7284
344,"(2,2)",BL,42,4456,7321
344,"(2,2)",BL,42,4462,7325
344,"(2,2)",BL,43,4469,7332
344,"(3,3)",BR,82,4517,7409
344,"(3,3)",BR,90,4521,7395
344,"(3,3)",BR,95,4527,7402
344,"(4,4)",BL,42,4577,7452
344,"(4,4)",BL,90,4582,7443
344,"(4,4)",BL,21,4589,7449
344,"(5,5)",TL,0,4624,7500
344,"(5,5)",TL,0,4626,7510
344,"(5,5)",TL,0,4632,7508
347,"(0,0)",BL,52,4337,8286
347,"(0,0)",BL,71,4342,8292
347,"(0,0)",BL,71,4348,8281
347,"(1,1)",TL,43,4384,8349
347,"(1,1)",TL,42,4385,8350
347,"(1,1)",TL,52,4391,8341
347,"(2,2)",TR,41,4444,8418
347,"(2,2)",TR,43,4449,8425
347,"(2,2)",TR,41,4453,8420
347,"(3,3)",TL,22,4503,8469
347,"(3,3)",TL,22,4506,8470
347,"(3,3)",TL,43,4512,8464
347,"(4,4)",TR,42,4563,8549
347,"(4,4)",TR,11,4568,8543
347,"(4,4)",TR,43,4570,8535
347,"(5,5)",TL,43,4622,8587
347,"(5,5)",TL,22,4629,8584
347,"(5,5)",TL,24,4631,8593
348,"(0,0)",BL,22,4337,8643
348,"(0,0)",BL,43,4343,8650
348,"(0,0)",BL,42,4347,8647
348,"(1,1)",BR,90,4399,8719
348,"(1,1)",BR,43,4402,8727
348,"(1,1)",BR,21,4406,8722
348,"(2,2)",BR,43,4455,8787
348,"(2,2)",BR,90,4462,8782
348,"(2,2)",BR,41,4466,8776
348,"(3,3)",TR,43,4501,8843
348,"(3,3)",TR,22,4507,8836
348,"(3,3)",TR,11,4514,8849
348,"(4,4)",TR,22,4562,8900
348,"(4,4)",TR,23,4569,8908
348,"(4,4)",TR,23,4571,8898
348,"(5,5)",TL,22,4621,8946
348,"(5,5)",TL,11,4626,8950
348,"(5,5)",TL,21,4633,8943
370,"(0,0)",TR,90,4683,6863
370,"(0,0)",TR,23,4688,6855
370,"(0,0)",TR,90,4692,6869
370,"(1,1)",BR,11,4756,6923
370,"(1,1)",BR,90,4762,6916
370,"(1,1)",BR,43,4769,6925
370,"(2,2)",TL,43,4802,6967
370,"(2,2)",TL,41,4806,6960
370,"(2,2)",TL,41,4812,6974
370,"(3,3)",TL,82,4862,7033
370,"(3,3)",TL,90,4868,7025
370,"(3,3)",TL,90,4873,7022
370,"(4,4)",TR,95,4921,7105
370,"(4,4)",TR,95,4925,7099
370,"(4,4)",TR,90,4930,7100
370,"(5,5)",TR,23,4982,7166
370,"(5,5)",TR,41,4986,7161
370,"(5,5)",TR,21,4992,7155
